date,risk_pct,mean_pm25,median_pm25,p90_pm25,Wildfire_count,Wildfire_acres,transport_ready_acres,raw_Wildfire_influence,wind_from_deg,wind_speed_kmh,smoke_transport_score,smoke_transport_score_5day
2025-10-30,11.385199240986717,55.48938771664562,7.838284929434321,67.32326272991911,53.0,19368.45662610205,28.37215223851935,14.186076119259676,175.78520672297236,3.910416666666667,64.68624696854562,57.75359412439483
2025-10-31,17.077798861480076,61.433948681112476,10.095828877840614,80.8129283662809,6.0,11467.42452,0.0004621378648469389,0.00023106893242346945,126.5133159052798,2.5041666666666664,43.023662720746785,53.61573113181815
2025-11-01,11.954459203036052,52.110071339327625,9.152989006615972,61.428585994308456,3.0,0.30000000000000004,0.0028099411992026056,0.0017343581512856083,158.05613075913175,9.258333333333333,15.76160424528612,48.41566174086228
2025-11-02,11.005692599620494,45.521500329119014,3.0388033371501293,45.83779277092905,0.0,0.0,0.0,0.0,,,0.0,0.0
2025-11-03,10.62618595825427,50.48990197654819,4.0372403117203834,48.475590782588355,26.0,27434.935077611997,37.17786364535749,18.588931822678745,142.1817264664104,6.80625,5.626231343286424,38.192531025603984
2025-11-04,12.903225806451612,50.241063984804455,5.199844254508917,56.00212939800745,12.0,63031.28145053793,700.0471128187238,414.7292999622593,180.0582684261823,8.886458333333334,68.71608765350832,39.56276658627756
2025-11-05,11.76470588235294,53.63848044682444,4.995550568238595,62.98870079071379,19.0,43633.89518211954,1112.0798189942063,844.7172958443492,132.19381907142315,11.39375,277.439875781877,82.11349234894384
2025-11-06,10.815939278937382,48.438410189176,2.2516589141819283,51.24140801236267,20.0,8947.273794969999,1624.602671207851,1553.8647632323425,206.9766079364359,14.346875,656.8673443835871,204.88222868151192
2025-11-07,9.108159392789373,45.05152432357002,2.233881848918639,14.806834376650048,9.0,5931.47936,10.332595110563155,9.891307194382852,241.9433107910713,14.359375,881.697411956234,378.06939022370153
2025-11-08,9.297912713472485,48.55129571989419,3.714109954681422,21.626799596857442,0.0,0.0,0.0,0.0,,,0.0,0.0
2025-11-09,9.297912713472485,50.64107216828059,5.116176433004689,25.59698814895641,0.0,0.0,0.0,0.0,,,0.0,0.0
2025-11-10,9.297912713472485,50.51060107516211,5.549856097674835,29.556732162831935,9.0,82785.060289,8.617493505615107,4.308746752807553,105.98482553892995,4.780208333333333,639.2111576695277,504.7863754889498
2025-11-11,9.487666034155598,52.22267265338654,7.185654576786106,31.674888589803086,0.0,0.0,0.0,0.0,,,0.0,0.0
2025-11-12,10.056925996204933,51.61999012070764,7.679628875247622,36.101608870570715,8.0,4382.48657631,40.40889283895194,20.20444641947597,101.39209770362106,4.796875,318.27907313118743,554.6989725844857
2025-11-13,9.487666034155598,49.89349945073874,6.139354879572814,28.086885917147566,3.0,100.25948,0.0007656510275793806,0.00046800419060789633,136.0110913088032,9.16875,10.342511912164017,501.279499810543
2025-11-14,9.487666034155598,48.11045998367203,4.9,26.144739655302956,4.0,2087.87,208.7614193899338,153.61361110109294,213.92132850411463,11.0375,29.965288743034954,375.89908868243253
2025-11-15,9.108159392789373,47.76134389610804,4.5562368281438435,15.518868317177253,0.0,0.0,0.0,0.0,,,0.0,0.0
2025-11-16,9.297912713472485,49.39071017903532,5.607616764438926,22.110050346378177,0.0,0.0,0.0,0.0,,,0.0,0.0
2025-11-17,9.297912713472485,47.82481742155617,4.186456322869619,17.201842514730384,10.0,33709.8232972,539.5924927575272,302.58398465396056,196.55615368471496,8.411458333333332,103.193391268629,220.19828454491153
2025-11-18,9.297912713472485,49.6935034882363,4.65,22.499923952879136,10.0,8189.730514,13.541388934566923,6.7706944672834615,189.56537123310025,6.002083333333333,153.0041757301447,122.95688815703495
2025-11-19,9.297912713472485,52.66545319785117,7.85,28.57575772257941,35.0,1547.5221002,255.21633393226534,127.60816696613267,180.3015923180027,4.369791666666666,143.00888572487588,87.90285067577265
2025-11-20,10.056925996204933,53.87080757824606,10.572812891074914,33.6816789109202,9.0,77.12529225,3.1584266303987154,1.5792133151993577,274.7061012711063,4.502083333333333,107.44774570640348,107.32389743462053
2025-11-21,9.487666034155598,54.633281715351465,10.924285174611125,30.044441842119358,30.0,24929.903884257994,2343.0951531552396,1171.5475765776198,240.5663437506936,7.410416666666666,215.92145013025925,144.5151297120654
2025-11-22,9.867172675521822,56.19647574470956,13.05,31.33512931456082,0.0,0.0,0.0,0.0,,,0.0,0.0
2025-11-23,11.005692599620494,56.61095038455973,9.92676540568868,40.28420007768274,1.0,131613.6,908.6648958282522,454.3324479141261,159.94149856585136,5.266666666666667,504.1869163770721,224.713834733754
2025-11-24,9.108159392789373,53.19125707585028,8.425516858666729,30.937234128872884,7.0,1059.43,3.104652508161145,2.6991072742825954,254.0685224107312,13.040625,511.2013384974123,296.3532672872076
2025-11-25,9.297912713472485,51.49760112231184,4.819020525032489,19.00668148679339,15.0,3446.383459733949,405.2488409084569,202.62442045422844,159.66728322943732,5.213541666666666,401.947600303895,348.1410102030114
2025-11-26,9.297912713472485,51.17400239369716,5.831472839675935,20.609877512413547,4.0,158.76000000000002,4.310203274383057,2.1551016371915286,227.7579991869614,5.154166666666667,162.91803416966866,359.2350678956644
2025-11-27,9.297912713472485,52.12562029769441,6.951664867532658,29.86723409033072,0.0,0.0,0.0,0.0,,,0.0,0.0
2025-11-28,12.523719165085389,62.91285052528513,6.687439380135615,73.48392078047532,0.0,0.0,0.0,0.0,,,0.0,0.0
2025-11-29,11.195445920303605,64.94346448441637,6.634750619106602,64.7434969092345,0.0,0.0,0.0,0.0,,,0.0,0.0
2025-11-30,8.349146110056926,51.362985326346646,6.069182740466173,20.827151585450096,1.0,0.1,1.8231697004322626e-07,1.1656891272138777e-07,297.1466665056651,9.590625,62.081433181627425,328.467064505938
