sensor_key,site_id,name,city_name,source,latitude,longitude,date,pm25
AQS|16-001-0010,16-001-0010,Not in a City,Not in a City,AQS,43.600699,-116.347853,2022-08-03,12.8
AQS|16-001-0010,16-001-0010,Not in a City,Not in a City,AQS,43.600699,-116.347853,2022-08-06,7.8
AQS|16-001-0010,16-001-0010,Not in a City,Not in a City,AQS,43.600699,-116.347853,2022-08-09,9.2
AQS|16-001-0010,16-001-0010,Not in a City,Not in a City,AQS,43.600699,-116.347853,2022-08-12,9.5
AQS|16-001-0010,16-001-0010,Not in a City,Not in a City,AQS,43.600699,-116.347853,2022-08-15,8.2
AQS|16-001-0010,16-001-0010,Not in a City,Not in a City,AQS,43.600699,-116.347853,2022-08-18,20.8
AQS|16-001-0010,16-001-0010,Not in a City,Not in a City,AQS,43.600699,-116.347853,2022-08-21,6.8
AQS|16-001-0010,16-001-0010,Not in a City,Not in a City,AQS,43.600699,-116.347853,2022-08-24,12.1
AQS|16-001-0010,16-001-0010,Not in a City,Not in a City,AQS,43.600699,-116.347853,2022-08-27,6.5
AQS|16-001-0010,16-001-0010,Not in a City,Not in a City,AQS,43.600699,-116.347853,2022-08-30,10.7
AQS|16-001-0010,16-001-0010,Not in a City,Not in a City,AQS,43.600699,-116.347853,2022-09-02,24.4
AQS|16-001-0010,16-001-0010,Not in a City,Not in a City,AQS,43.600699,-116.347853,2022-09-05,21.1
AQS|16-001-0010,16-001-0010,Not in a City,Not in a City,AQS,43.600699,-116.347853,2022-09-08,13.7
AQS|16-001-0010,16-001-0010,Not in a City,Not in a City,AQS,43.600699,-116.347853,2022-09-11,42.5
AQS|16-001-0010,16-001-0010,Not in a City,Not in a City,AQS,43.600699,-116.347853,2022-09-14,14.8
AQS|16-001-0010,16-001-0010,Not in a City,Not in a City,AQS,43.600699,-116.347853,2022-09-17,12.1
AQS|16-001-0010,16-001-0010,Not in a City,Not in a City,AQS,43.600699,-116.347853,2022-09-20,9.8
AQS|16-001-0010,16-001-0010,Not in a City,Not in a City,AQS,43.600699,-116.347853,2022-09-23,10.2
AQS|16-001-0010,16-001-0010,Not in a City,Not in a City,AQS,43.600699,-116.347853,2022-09-26,7.5
AQS|16-001-0010,16-001-0010,Not in a City,Not in a City,AQS,43.600699,-116.347853,2022-09-29,6.0
AQS|16-001-0010,16-001-0010,Not in a City,Not in a City,AQS,43.600699,-116.347853,2022-10-02,5.9
