time_stamp,sensor_index,humidity,pm2.5_atm_a,pm2.5_atm_b
1763596800,272365,23,2.9,3.3
1763337600,272365,29,1.0,1.2
1762646400,272365,22,1.5,1.7
1761955200,272365,25,10.2,11.0
1764288000,272365,17,0.7,0.8
1762128000,272365,22,0.8,0.9
1760659200,272365,23,1.0,1.2
1761177600,272365,24,2.3,2.5
1764979200,272365,25,0.8,0.8
1761782400,272365,24,3.1,3.4
1765065600,272365,24,0.1,0.1
1765152000,272365,26,0.6,0.6
1764720000,272365,18,7.0,7.3
1764633600,272365,19,7.4,7.6
1764460800,272365,14,3.1,3.3
1764115200,272365,20,2.6,2.8
1764547200,272365,15,4.9,5.1
1762819200,272365,25,1.9,2.1
1762214400,272365,25,8.5,9.2
1761091200,272365,25,3.9,4.1
1766966400,272365,12,9.0,9.2
1765843200,272365,25,0.3,0.3
1762992000,272365,25,4.9,5.4
1762473600,272365,27,0.9,1.0
1766620800,272365,22,0.5,0.7
1763510400,272365,24,1.7,1.9
1762300800,272365,27,5.2,5.6
1766448000,272365,18,4.5,4.9
1767052800,272365,13,8.1,8.3
1761696000,272365,22,4.1,4.5
1761004800,272365,25,1.0,1.0
1765929600,272365,22,0.4,0.5
1761868800,272365,23,7.8,8.4
1760745600,272365,19,0.4,0.4
1765238400,272365,28,1.5,1.5
1763164800,272365,28,0.4,0.5
1766188800,272365,18,0.2,0.2
1761609600,272365,23,2.8,3.0
1765497600,272365,26,1.0,1.0
1763683200,272365,24,4.3,4.7
1766793600,272365,15,0.0,0.0
1760918400,272365,25,0.9,0.9
1765411200,272365,28,0.3,0.3
1762905600,272365,24,2.2,2.5
1766361600,272365,16,1.4,1.6
1764028800,272365,21,5.0,5.4
1765756800,272365,23,3.2,3.4
1762041600,272365,26,0.1,0.1
1766275200,272365,11,1.2,1.3
1764201600,272365,19,0.9,1.0
1765670400,272365,20,4.0,4.3
1765584000,272365,26,1.0,1.1
1766880000,272365,10,3.7,3.9
1762387200,272365,28,0.8,0.8
1765324800,272365,28,0.8,0.8
1763251200,272365,27,0.9,1.1
1764374400,272365,15,1.6,1.8
1764806400,272365,21,4.3,4.5
1767139200,272365,13,6.6,6.9
1763078400,272365,29,1.2,1.3
1764892800,272365,22,3.4,3.6
1763769600,272365,23,6.9,7.5
1766707200,272365,20,1.0,1.1
1763856000,272365,22,4.1,4.5
1766534400,272365,20,1.3,1.4
1763942400,272365,24,1.1,1.2
1762560000,272365,23,1.0,1.1
1763424000,272365,28,1.8,2.0
1762732800,272365,22,3.3,3.6
1760832000,272365,21,0.2,0.2
