time_stamp,sensor_index,humidity,pm2.5_atm_a,pm2.5_atm_b
1740528000,114859,32,0.0,0.0
1762128000,114859,34,0.0,0.0
1769472000,114859,32,0.0,0.0
1766793600,114859,37,0.0,0.0
1755388800,114859,34,2.0,2.3
1769385600,114859,30,0.0,0.0
1765670400,114859,29,0.0,0.0
1749340800,114859,25,0.3,0.4
1750809600,114859,25,0.3,0.4
1773187200,114859,30,0.0,0.0
1753660800,114859,27,0.0,0.0
1752710400,114859,18,3.4,4.0
1746316800,114859,37,0.0,0.0
1772236800,114859,25,0.0,0.0
1751328000,114859,20,0.5,0.5
1745452800,114859,34,0.0,0.0
1751673600,114859,39,0.1,0.1
1762992000,114859,36,0.0,0.0
1760140800,114859,41,0.0,0.0
1765756800,114859,30,0.0,0.0
1756512000,114859,28,17.1,18.8
1739404800,114859,36,0.0,0.0
1773100800,114859,24,0.0,0.0
1748649600,114859,21,0.0,0.0
1739750400,114859,43,0.0,0.0
1744416000,114859,32,0.0,0.0
1766620800,114859,52,0.0,0.0
1747699200,114859,35,0.1,0.1
1755734400,114859,18,35.0,37.7
1773705600,114859,27,0.0,0.0
1739145600,114859,35,0.0,0.0
1758585600,114859,34,0.8,1.0
1753574400,114859,23,0.0,0.0
1759190400,114859,50,0.0,0.0
1749513600,114859,20,0.1,0.1
1747440000,114859,39,0.0,0.0
1769990400,114859,35,0.0,0.0
1750896000,114859,24,0.1,0.2
1765324800,114859,49,0.0,0.0
1748304000,114859,33,0.1,0.1
1769212800,114859,34,0.0,0.0
1768348800,114859,37,0.0,0.0
1747353600,114859,38,0.0,0.0
1744156800,114859,31,0.0,0.0
1769731200,114859,43,0.0,0.0
1748390400,114859,28,0.1,0.2
1737244800,114859,35,0.0,0.0
1766188800,114859,36,0.0,0.0
1761004800,114859,37,0.0,0.0
1758758400,114859,26,0.0,0.0
1758067200,114859,41,4.4,5.4
1757980800,114859,43,0.4,0.6
1740700800,114859,29,1.4,0.0
1759449600,114859,54,0.0,0.0
1755216000,114859,15,0.1,0.1
1769126400,114859,32,0.0,0.0
1739577600,114859,38,0.3,0.3
1752624000,114859,31,6.5,6.9
1766534400,114859,49,0.0,0.0
1768435200,114859,36,0.0,0.0
1739232000,114859,35,0.0,0.0
1737590400,114859,31,0.0,0.0
1766966400,114859,39,1.1,1.8
