time_stamp,sensor_index,humidity,pm2.5_atm_a,pm2.5_atm_b
1707264000,60887,68,1.7,2.0
1718496000,60887,26,0.7,0.9
1732147200,60887,48,3.5,3768.9
1710892800,60887,42,2.8,3.3
1720224000,60887,23,3.0,3.4
1715126400,60887,51,0.4,0.7
1721865600,60887,33,12.6,13.6
1715990400,60887,27,1.8,2.2
1704240000,60887,61,15.6,16.8
1702857600,60887,57,18.6,19.4
1708300800,60887,66,8.8,9.7
1720310400,60887,29,7.2,7.5
1728000000,60887,32,8.1,3417.8
1728518400,60887,30,6.2,3335.6
1729555200,60887,35,2.4,3377.2
1730160000,60887,57,2.1,3725.6
1699315200,60887,61,0.7,1.0
1727654400,60887,25,2.8,2.5
1705363200,60887,48,13.1,11.0
1701993600,60887,67,0.6,1.0
1735084800,60887,69,2.2,4001.3
1716940800,60887,42,5.0,4.7
1712448000,60887,54,0.4,0.8
1705017600,60887,66,2.1,1.1
1725408000,60887,31,56.4,59.3
1712188800,60887,37,1.5,2.2
1734048000,60887,49,3.8,3933.8
1698105600,60887,46,6.0,6.7
1719446400,60887,38,2.8,3.1
1725926400,60887,24,9.1,10.0
1702598400,60887,69,28.8,30.1
1701043200,60887,57,19.7,19.5
1707177600,60887,67,1.5,1.9
1735516800,60887,66,0.2,4133.4
1721260800,60887,31,14.4,15.1
1727740800,60887,31,5.8,3507.0
1719878400,60887,42,3.0,3.2
1712102400,60887,42,2.9,3.5
1703030400,60887,56,17.8,19.6
1710720000,60887,45,2.6,3.2
1734220800,60887,64,0.9,4017.2
1701561600,60887,70,0.2,0.3
1712534400,60887,52,0.9,1.3
1715644800,60887,60,5.5,6.3
1714089600,60887,46,1.3,1.7
1709769600,60887,59,1.9,2.4
1695772800,60887,38,2.8,3.2
1704067200,60887,58,28.7,30.1
1711065600,60887,42,2.1,2.5
1718236800,60887,27,2.2,2.6
1704844800,60887,62,1.2,0.5
1735344000,60887,70,0.2,3858.5
1706572800,60887,63,15.4,17.0
1717718400,60887,34,1.3,1.6
1723507200,60887,42,3190.0,2.8
1697673600,60887,49,5.9,6.7
1707436800,60887,58,0.4,0.8
1697846400,60887,48,5.2,5.9
1712361600,60887,65,1.3,1.7
1718755200,60887,29,3.9,4.4
1701475200,60887,69,0.7,1.2
1713484800,60887,30,2.4,3.0
1734739200,60887,62,14.3,3940.8
1706400000,60887,61,14.9,16.9
1703721600,60887,59,7.9,8.8
1697760000,60887,44,2.5,2.9
1723161600,60887,32,1081.6,43.4
1734912000,60887,66,5.0,3612.1
1732665600,60887,70,3.4,4057.1
1718150400,60887,34,4.4,4.8
1708560000,60887,59,2.7,3.1
1732492800,60887,51,1.7,3980.6
1725840000,60887,28,7.9,8.6
1723420800,60887,26,2811.0,16.3
1714003200,60887,45,3.1,3.6
1720483200,60887,25,8.1,8.7
1718409600,60887,29,2.4,2.6
1701820800,60887,62,11.9,13.0
1708905600,60887,46,0.3,0.5
1711670400,60887,51,1.1,1.4
1718928000,60887,30,5.2,5.7
1705190400,60887,62,3.8,3.9
1715212800,60887,44,0.0,0.1
1711929600,60887,62,4.1,4.9
1704326400,60887,66,6.6,7.6
1704758400,60887,55,0.5,1.1
1721088000,60887,30,28.2,28.8
1708214400,60887,59,5.0,5.8
1734480000,60887,57,4.0,3710.1
1717977600,60887,47,2.6,2.9
1723593600,60887,55,3332.0,7.3
1699660800,60887,43,4.2,4.5
1734825600,60887,54,4.1,3645.2
1700784000,60887,71,1.2,1.7
1721520000,60887,31,26.6,27.6
1707955200,60887,66,0.2,0.2
1730073600,60887,44,0.5,3470.3
1706832000,60887,63,2.2,2.7
1720051200,60887,28,3.1,3.4
1699833600,60887,40,3.4,3.8
1701302400,60887,56,34.2,34.8
1733270400,60887,55,18.1,3905.0
1729468800,60887,41,3.6,3333.7
1720396800,60887,29,6.5,7.1
1698192000,60887,47,4.0,4.7
1704585600,60887,63,0.8,1.1
1720137600,60887,28,5.0,5.3
1721779200,60887,25,34.7,35.9
1715040000,60887,56,0.9,1.3
1725580800,60887,32,21.2,22.6
1715904000,60887,32,5.0,5.2
1708819200,60887,42,0.3,0.5
1733961600,60887,47,6.6,3941.9
1735430400,60887,68,1.0,3809.4
1732924800,60887,57,11.1,4042.3
1732406400,60887,55,0.3,3826.7
1707350400,60887,56,0.1,0.3
1705795200,60887,65,13.8,15.2
1729296000,60887,44,3.7,3624.9
1727395200,60887,32,5.7,6.7
1703548800,60887,58,11.0,11.1
1733529600,60887,58,25.8,3988.6
1714780800,60887,37,2.1,2.5
1722038400,60887,33,74.2,73.2
1695168000,60887,29,7.2,7.7
1698364800,60887,49,2.7,3.1
1722556800,60887,25,94.9,26.2
1716336000,60887,33,1.2,1.7
1710806400,60887,44,3.1,3.6
1700697600,60887,64,15.8,17.6
1713744000,60887,32,0.6,1.1
1722211200,60887,32,1116.4,53.3
1727827200,60887,23,5.8,3376.3
1719187200,60887,28,5.8,6.3
1702339200,60887,64,24.6,25.8
1710633600,60887,44,3.6,4.3
1728345600,60887,26,7.9,3385.7
1702425600,60887,68,12.7,13.1
1714953600,60887,60,0.8,1.0
1732752000,60887,52,2.0,3935.1
1710115200,60887,52,6.1,6.9
1722297600,60887,31,1799.8,41.4
1702512000,60887,69,28.0,28.5
1711756800,60887,58,3.3,4.0
1696809600,60887,44,3.8,4.3
1707696000,60887,48,3.3,3.7
1722470400,60887,27,1079.6,20.5
1728086400,60887,25,6.9,3332.2
1714608000,60887,49,0.7,1.0
1725494400,60887,33,36.4,38.4
1711238400,60887,56,0.3,0.6
1729900800,60887,46,13.0,3515.7
1703808000,60887,60,16.4,17.5
1727222400,60887,11,0.5,1.0
1696896000,60887,38,3.0,3.5
1714176000,60887,64,1.2,1.7
1712793600,60887,35,3.0,3.3
1707609600,60887,54,4.1,4.5
1723075200,60887,24,1458.8,35.6
1720569600,60887,24,13.0,13.8
1699920000,60887,33,3.7,4.2
1700438400,60887,65,0.4,0.7
1716422400,60887,57,0.5,1.0
1695686400,60887,35,2.7,3.2
1705104000,60887,63,2.1,2.4
1703894400,60887,60,10.8,11.8
1705708800,60887,65,12.2,14.0
1729036800,60887,29,8.9,3352.3
1708646400,60887,54,1.4,1.8
1707523200,60887,58,2.2,2.6
1711411200,60887,48,1.0,1.4
1729987200,60887,39,5.0,3446.8
1706918400,60887,67,0.1,0.3
1705622400,60887,61,10.5,12.1
1726358400,60887,12,2.9,5.3
1719100800,60887,24,5.3,6.0
1722384000,60887,40,1521.5,29.6
1730592000,60887,59,3.1,3799.8
1715472000,60887,31,1.8,2.3
1726444800,60887,32,9.6,10.5
1696982400,60887,54,1.1,1.6
1705276800,60887,58,6.0,7.3
1699142400,60887,54,2.0,2.4
1700179200,60887,55,4.9,5.6
1716076800,60887,30,3.5,4.1
1697500800,60887,35,2.0,2.3
1713830400,60887,25,2.4,2.8
1720828800,60887,22,15.5,16.1
1722988800,60887,23,374.7,36.9
1731888000,60887,58,0.9,4023.5
1699747200,60887,34,2.5,2.6
1696550400,60887,49,4.2,4.9
1710028800,60887,51,11.7,12.8
1715558400,60887,35,8.0,8.6
1698796800,60887,47,10.3,11.0
1734566400,60887,56,3.8,3811.9
1699228800,60887,55,1.2,1.7
1699056000,60887,59,7.1,7.9
1704412800,60887,67,1.0,1.5
1716681600,60887,37,0.6,1.0
1711152000,60887,42,1.5,2.0
1720742400,60887,24,22.3,22.6
1727568000,60887,24,2.8,3.1
1714694400,60887,55,1.5,2.0
1717027200,60887,33,1.2,1.4
1703980800,60887,58,14.4,15.8
1713312000,60887,37,1.5,2.0
1725667200,60887,29,12.0,12.9
1696723200,60887,48,5.8,6.5
1717545600,60887,37,1.4,1.5
1714435200,60887,38,0.3,0.5
1730246400,60887,46,5.5,3769.4
1710374400,60887,52,1.1,1.6
1732060800,60887,45,1.8,4077.3
1717804800,60887,33,1.6,1.9
1717372800,60887,44,1.3,1.6
1728259200,60887,30,5.5,3362.6
1719705600,60887,32,2.3,2.7
1709251200,60887,54,1.8,2.3
1700611200,60887,58,15.2,16.2
1715299200,60887,41,1.3,1.7
1699488000,60887,55,8.3,9.2
1731715200,60887,67,3.1,4103.5
1712966400,60887,32,1.4,1.8
1699574400,60887,54,10.5,11.1
1717200000,60887,30,4.1,4.7
1697241600,60887,51,3.7,4.2
1698278400,60887,66,2.4,3.1
1710979200,60887,37,2.0,2.6
1714867200,60887,51,0.9,1.1
1730505600,60887,51,3.3,3613.0
1719792000,60887,32,1.9,2.0
1733702400,60887,54,0.9,4281.8
1731974400,60887,56,0.2,4247.4
1730851200,60887,43,3.6,3965.2
1701388800,60887,62,14.1,15.4
1695340800,60887,66,5.5,6.0
1706054400,60887,62,4.7,5.4
1714521600,60887,43,0.3,0.5
1708473600,60887,60,4.3,4.8
1707782400,60887,50,4.1,4.5
1711497600,60887,47,0.3,0.6
1701734400,60887,63,7.3,8.2
1695600000,60887,39,6.4,7.0
1713916800,60887,31,3.8,4.3
1734393600,60887,70,1.4,3877.3
1709942400,60887,54,18.6,19.0
1706486400,60887,63,13.6,15.2
1719273600,60887,25,4.5,4.7
1695945600,60887,39,2.9,3.4
1715817600,60887,35,2.7,3.3
1729641600,60887,41,3.3,3432.2
1735171200,60887,64,0.2,3984.4
1731628800,60887,55,5.0,3892.0
1701907200,60887,60,1.2,1.5
1730764800,60887,55,2.1,3881.0
1714348800,60887,41,1.5,1.8
1731369600,60887,53,1.8,3743.9
1733011200,60887,56,23.1,4019.8
1696464000,60887,53,5.4,6.1
1730678400,60887,57,3.5,3888.1
1700092800,60887,41,2.4,2.8
1698537600,60887,43,6.2,6.6
1699401600,60887,59,1.7,2.3
1696636800,60887,49,5.1,5.8
1709078400,60887,48,0.0,0.2
1707004800,60887,54,0.1,0.3
1717891200,60887,37,5.3,5.3
