time_stamp,sensor_index,humidity,pm2.5_atm_a,pm2.5_atm_b
1669334400,84523,49,2.3,4.9
1622246400,84523,18,0.1,0.2
1653955200,84523,61,0.3,0.4
1620432000,84523,22,0.1,0.2
1626912000,84523,23,18.8,19.2
1626220800,84523,19,45.1,45.5
1629158400,84523,18,53.1,53.4
1644019200,84523,60,9.0,14.0
1670371200,84523,54,0.1,0.9
1629331200,84523,45,39.9,40.9
1639612800,84523,59,0.3,0.6
1619827200,84523,17,1.8,1.9
1623715200,84523,18,0.5,0.6
1656374400,84523,19,2.6,2.5
1632009600,84523,38,2.4,2.7
1671235200,84523,50,1.5,3.0
1638662400,84523,36,0.0,0.0
1659571200,84523,22,6.5,6.6
1641340800,84523,64,0.0,0.2
1624492800,84523,23,3.4,3.6
1653523200,84523,18,0.6,0.6
1625097600,84523,19,2.0,2.1
1667779200,84523,58,0.5,1.1
1625702400,84523,13,14.6,15.2
1639267200,84523,65,0.4,1.5
1615075200,84523,10,0.4,0.5
1628726400,84523,21,13.7,14.2
1668816000,84523,47,0.5,2.9
1659916800,84523,18,7.0,7.0
1641600000,84523,56,0.1,0.2
1654300800,84523,35,0.6,0.7
1661040000,84523,31,6.9,6.9
1635292800,84523,56,0.1,0.2
1658275200,84523,14,2.0,1.8
1661990400,84523,15,2.6,2.5
1639353600,84523,62,0.8,1.4
1633046400,84523,20,0.2,0.3
1643328000,84523,50,1.2,2.5
1636675200,84523,60,2.0,3.1
1672272000,84523,50,0.2,0.3
1662595200,84523,16,21.4,21.7
1659398400,84523,31,9.4,9.8
1655078400,84523,53,0.1,0.1
1666137600,84523,21,0.3,0.4
1659830400,84523,46,7.6,7.8
1637366400,84523,68,0.4,1.0
1625184000,84523,25,1.8,2.0
1667001600,84523,43,1.0,1.6
1658880000,84523,18,17.2,17.4
1668124800,84523,54,0.6,3.5
1630713600,84523,14,13.7,14.5
1632528000,84523,25,3.5,3.9
1654387200,84523,49,0.6,0.7
1663372800,84523,39,16.0,16.8
1615593600,84523,21,0.9,1.1
1658620800,84523,12,1.9,2.0
1641945600,84523,49,3.4,5.3
1642550400,84523,61,10.1,15.0
1640304000,84523,74,0.1,0.3
1640995200,84523,51,0.0,0.3
1668384000,84523,52,1.5,4.0
1666915200,84523,51,1.4,3.0
1657670400,84523,15,2.5,2.3
1624060800,84523,11,1.7,1.9
1654560000,84523,27,0.8,0.9
1640822400,84523,69,0.1,0.4
1620345600,84523,26,0.8,1.0
1626566400,84523,16,8.8,9.1
1658448000,84523,11,1.8,1.6
1654905600,84523,31,0.2,0.3
1643932800,84523,53,9.0,13.3
1662422400,84523,11,58.6,59.1
1631491200,84523,20,19.6,20.6
1620518400,84523,21,0.1,0.1
1660867200,84523,21,5.4,5.4
1642464000,84523,56,4.8,7.1
1662681600,84523,14,220.8,222.9
1634515200,84523,31,1.3,1.5
1620086400,84523,32,1.2,1.4
1637020800,84523,35,0.0,0.0
1630454400,84523,13,39.6,40.8
1629849600,84523,17,60.6,62.8
1657238400,84523,19,1.9,1.7
1672358400,84523,56,0.1,0.6
1636934400,84523,43,0.1,0.1
1637280000,84523,56,0.9,1.8
1662249600,84523,14,4.0,4.0
1641513600,84523,63,0.1,0.3
1630800000,84523,10,22.0,22.7
1654473600,84523,47,0.3,0.4
1629676800,84523,20,44.1,45.2
1653350400,84523,15,2.3,2.4
1665619200,84523,26,4.2,4.6
1668988800,84523,42,0.9,3.0
1638835200,84523,66,0.4,1.1
1619913600,84523,36,0.4,0.5
1630195200,84523,22,4.0,4.5
1666051200,84523,22,0.8,0.7
1667088000,84523,44,1.5,2.3
1642032000,84523,49,3.8,5.6
1671580800,84523,70,0.8,1.3
1657929600,84523,21,2.9,2.7
1628812800,84523,19,26.0,26.1
1637625600,84523,53,1.2,2.5
1635638400,84523,59,2.8,3.5
1622851200,84523,19,2.2,2.4
1659052800,84523,23,6.6,6.8
1632441600,84523,29,4.4,4.9
1653609600,84523,29,0.7,0.7
1667520000,84523,57,3.4,8.6
1663200000,84523,46,17.9,18.3
1671148800,84523,50,0.5,1.1
1631923200,84523,17,21.7,22.5
1667347200,84523,49,0.4,0.4
1627430400,84523,23,17.9,18.2
1624924800,84523,19,4.3,4.5
1665014400,84523,28,2.5,2.8
1658102400,84523,22,1.3,1.1
1664064000,84523,26,4.1,4.2
1638144000,84523,55,1.0,1.9
1631750400,84523,18,8.5,9.1
1671321600,84523,52,1.0,5.4
1663027200,84523,22,26.5,26.8
1627948800,84523,46,31.4,32.4
1643673600,84523,38,0.0,0.0
1626739200,84523,40,11.2,11.3
1670198400,84523,59,0.4,1.0
1664928000,84523,32,2.7,3.1
1623542400,84523,19,0.1,0.1
1666396800,84523,57,3.3,3.9
1627776000,84523,46,12.9,13.6
1626048000,84523,13,47.6,47.5
1628035200,84523,28,29.0,29.8
1669852800,84523,56,0.4,1.2
1663977600,84523,27,5.1,5.7
1670112000,84523,50,0.1,0.3
1629936000,84523,15,51.2,52.5
1668729600,84523,53,0.9,4.2
1658016000,84523,19,2.2,2.0
1654819200,84523,28,0.3,0.4
1671494400,84523,49,1.4,4.6
1671840000,84523,49,0.3,1.2
1631664000,84523,15,2.9,3.3
1634774400,84523,46,1.9,2.5
1630886400,84523,9,54.0,55.0
1642204800,84523,59,2.1,4.2
1661731200,84523,20,8.7,8.7
1667174400,84523,44,3.5,4.1
1670025600,84523,47,0.0,0.5
1660348800,84523,30,1.6,1.5
1625961600,84523,12,40.4,40.8
1626134400,84523,12,40.7,40.9
1655942400,84523,20,0.6,0.6
1661126400,84523,31,6.4,6.6
1655164800,84523,34,5.2,6.0
1670889600,84523,59,1.1,3.4
1658361600,84523,12,2.9,2.7
1632268800,84523,24,1.3,1.4
1638316800,84523,60,5.8,8.2
1640649600,84523,51,0.1,0.3
1661299200,84523,20,4.9,4.8
1636329600,84523,42,0.3,0.7
1670716800,84523,64,1.0,2.7
1642377600,84523,53,6.5,8.8
1670544000,84523,59,2.1,5.2
1655337600,84523,23,3.2,3.5
1627344000,84523,15,36.8,37.2
1670803200,84523,63,0.5,1.5
1633392000,84523,20,3.5,4.1
1662076800,84523,12,50.2,49.4
1639180800,84523,52,0.0,0.2
1657152000,84523,19,1.1,0.9
1670976000,84523,59,0.3,3.7
1634169600,84523,51,1.7,3.0
1666656000,84523,58,0.5,1.2
1626480000,84523,13,21.5,22.0
1637798400,84523,57,2.1,3.7
1634860800,84523,42,1.6,1.8
1662163200,84523,12,25.7,25.5
1638230400,84523,50,0.1,0.4
1640476800,84523,68,0.1,0.4
1666828800,84523,53,0.1,0.2
1618444800,84523,15,5.5,6.2
1668556800,84523,54,1.4,4.5
1654646400,84523,32,1.4,1.5
1639785600,84523,55,1.1,1.9
1641686400,84523,48,0.0,0.2
1622073600,84523,15,0.0,0.0
1665532800,84523,27,5.4,6.0
1655510400,84523,29,1.5,1.7
1623974400,84523,13,1.0,1.1
1628553600,84523,20,5.2,5.5
1644105600,84523,53,2.8,4.8
1634083200,84523,51,1.4,3.3
1655251200,84523,27,4.0,4.9
1622160000,84523,23,0.2,0.2
1660780800,84523,13,7.7,7.5
1632614400,84523,18,4.5,4.8
1629072000,84523,16,60.6,61.4
1640131200,84523,55,1.5,2.6
1614902400,84523,11,15.3,15.1
1625270400,84523,20,4.3,4.4
1669420800,84523,54,3.1,5.9
1640908800,84523,66,0.2,0.6
1671926400,84523,61,0.7,2.6
1627516800,84523,40,13.3,13.7
1636761600,84523,61,1.9,2.6
1659657600,84523,34,8.5,8.8
1629590400,84523,33,32.0,33.1
1640390400,84523,65,0.1,0.2
1640736000,84523,51,0.0,0.2
1624752000,84523,22,1.0,1.2
1637193600,84523,35,0.2,0.5
1643587200,84523,47,0.2,0.6
1625356800,84523,21,9.0,9.2
1622332800,84523,17,0.2,0.2
1642291200,84523,57,4.2,6.3
1633651200,84523,60,5.5,6.3
1626307200,84523,15,40.7,41.3
1632096000,84523,41,0.7,1.0
1625875200,84523,13,35.4,35.9
1631318400,84523,47,11.0,11.8
1642118400,84523,49,1.3,2.1
1671667200,84523,45,0.3,1.1
1620172800,84523,37,0.3,0.4
1663632000,84523,22,0.7,0.8
1654732800,84523,33,1.0,1.2
1626652800,84523,18,10.0,10.2
1643155200,84523,51,1.5,2.5
1628294400,84523,38,77.1,78.1
1660176000,84523,46,1.1,1.1
1664496000,84523,35,11.3,12.3
1659744000,84523,50,5.5,5.8
1665273600,84523,25,4.7,5.1
1623110400,84523,20,0.8,0.8
1643760000,84523,49,0.7,1.9
1636588800,84523,46,0.4,0.7
1657584000,84523,20,2.3,2.2
1636848000,84523,53,0.3,0.6
1670630400,84523,56,0.2,1.0
1668038400,84523,62,1.1,5.5
1623801600,84523,24,1.1,1.2
1665878400,84523,24,2.2,2.5
1664150400,84523,22,2.4,2.7
1663113600,84523,46,12.8,13.0
1640044800,84523,51,0.7,1.3
1630540800,84523,15,44.3,45.9
1626825600,84523,30,30.7,31.1
1656892800,84523,16,0.5,0.5
