time_stamp,sensor_index,humidity,pm2.5_atm_a,pm2.5_atm_b
1664668800,88823,82,3.4,
1665964800,88823,22,6.9,
1663200000,88823,82,37.7,
1665532800,88823,23,14.8,
1664409600,88823,82,8.1,
1663891200,88823,82,9.5,
1664755200,88823,82,5.1,
1665100800,88823,82,21.4,
1664582400,88823,82,1.5,
1664150400,88823,82,7.7,
1664236800,88823,82,11.1,
1664323200,88823,82,6.6,
1664496000,88823,82,1.3,
1663545600,88823,82,9.8,
1665187200,88823,82,13.6,
1663718400,88823,23,17.0,
1663632000,88823,55,33.6,
1663804800,88823,69,13.9,
1665619200,88823,23,15.9,
1663977600,88823,82,8.2,
1665014400,88823,82,9.6,
1664841600,88823,82,8.7,
1665273600,88823,82,12.1,
1663372800,88823,82,9.1,
1665360000,88823,82,12.9,
1664928000,88823,82,8.1,
1666051200,88823,21,13.2,
1664064000,88823,82,6.1,
1665792000,88823,22,7.6,
1665446400,88823,75,13.4,
1663459200,88823,82,11.3,
1665878400,88823,22,6.1,
1665705600,88823,22,11.8,
1663286400,88823,82,29.5,
