time_stamp,sensor_index,humidity,pm2.5_atm_a,pm2.5_atm_b
1637625600,112050,64,19.7,23.8
1652140800,112050,57,1.0,1.3
1631145600,112050,34,47.4,50.8
1666915200,112050,58,8.7,11.8
1664928000,112050,55,28.8,35.8
1650153600,112050,54,7.1,8.9
1633305600,112050,61,4.8,5.3
1638057600,112050,71,1.5,2.2
1666224000,112050,55,48.4,59.4
1672185600,112050,65,1.1,1.7
1644969600,112050,62,6.8,8.8
1651190400,112050,49,4.9,6.2
1670976000,112050,60,20.6,28.8
1631750400,112050,37,0.7,0.8
1662163200,112050,38,86.9,104.6
1631318400,112050,64,26.6,29.0
1660867200,112050,37,34.8,39.7
1672012800,112050,63,12.6,17.9
1646438400,112050,59,3.9,5.1
1667088000,112050,60,6.1,8.1
1655424000,112050,49,5.1,6.4
1665187200,112050,52,30.3,37.6
1668988800,112050,47,29.6,40.3
1633564800,112050,57,1.3,1.5
1662336000,112050,33,1.8,2.6
1656374400,112050,38,6.8,8.3
1643760000,112050,47,1.5,2.7
1646870400,112050,39,3.1,4.6
1665964800,112050,47,35.3,45.3
1643932800,112050,60,17.2,22.1
1653609600,112050,63,2.5,3.4
1658534400,112050,42,5.6,7.0
1648684800,112050,56,0.7,1.1
1630022400,112050,40,22.8,23.4
1631404800,112050,63,18.9,20.6
1655164800,112050,68,5.3,6.8
1640995200,112050,50,13.1,15.9
1658016000,112050,42,4.4,5.6
1642809600,112050,63,7.0,9.2
1634256000,112050,63,4.1,4.9
1632268800,112050,55,4.5,4.9
1636243200,112050,64,3.9,5.0
1639526400,112050,58,3.5,4.7
1639785600,112050,58,14.3,18.5
1644451200,112050,61,5.6,7.3
1671580800,112050,48,9.2,13.2
1644796800,112050,57,6.4,8.4
1664496000,112050,66,4.0,5.9
1635465600,112050,69,3.2,3.9
1658102400,112050,45,4.3,5.5
1637020800,112050,45,3.7,4.5
1671408000,112050,54,3.6,5.6
1654819200,112050,63,2.4,3.3
1667606400,112050,55,0.4,0.8
1653523200,112050,58,5.6,7.0
1666137600,112050,52,80.9,105.8
1667174400,112050,65,4.2,5.7
1634342400,112050,64,5.1,6.1
1658880000,112050,43,8.1,10.0
1639612800,112050,60,2.6,3.4
1634774400,112050,65,10.5,12.0
1649289600,112050,44,2.2,2.9
1654646400,112050,53,2.1,2.7
1639180800,112050,66,1.5,2.1
1648252800,112050,49,4.0,5.1
1641340800,112050,60,8.1,10.2
1649635200,112050,43,1.2,1.8
1654214400,112050,48,3.4,4.2
1654560000,112050,52,0.6,1.0
1659312000,112050,31,7.7,9.7
1645142400,112050,60,5.2,6.8
1651276800,112050,59,7.5,9.4
1659398400,112050,31,8.3,10.4
1658966400,112050,43,12.4,15.1
1659571200,112050,30,13.5,15.9
1667865600,112050,50,18.2,26.3
1663545600,112050,54,12.1,15.3
1668643200,112050,39,16.5,21.7
1660089600,112050,45,16.5,20.6
1643673600,112050,57,3.0,4.0
1638748800,112050,56,2.5,3.3
1665360000,112050,53,28.7,35.6
1659916800,112050,36,5.9,7.4
1669680000,112050,53,4.3,6.7
1661558400,112050,44,7.4,9.5
1634860800,112050,65,24.2,27.6
1629936000,112050,35,20.4,21.0
1668470400,112050,56,23.6,33.6
1629763200,112050,46,7.3,7.5
1638576000,112050,62,13.8,17.2
1659225600,112050,36,13.0,16.0
1656028800,112050,35,0.1,0.2
1659484800,112050,27,6.0,7.4
1649116800,112050,42,0.3,0.6
1638144000,112050,64,1.5,2.1
1655683200,112050,60,2.4,3.1
1642377600,112050,63,12.1,15.1
1663027200,112050,52,130.1,157.6
1667520000,112050,63,18.1,24.7
1635724800,112050,35,5.4,6.7
1658188800,112050,47,2.2,3.1
1648339200,112050,52,4.6,5.9
1639872000,112050,65,9.7,12.2
1663891200,112050,61,16.3,20.2
1633651200,112050,56,1.4,1.6
1646524800,112050,49,3.0,4.0
1663459200,112050,51,12.0,14.9
1630368000,112050,30,12.9,13.3
1637971200,112050,67,6.4,8.4
1652227200,112050,48,1.2,1.6
1644278400,112050,58,3.0,4.3
1671235200,112050,57,14.4,21.2
1634688000,112050,53,8.3,10.0
1653868800,112050,58,3.1,4.0
1645747200,112050,49,11.0,14.3
1650672000,112050,58,9.5,11.2
1658448000,112050,38,3.4,4.4
1642550400,112050,63,7.0,9.1
1641081600,112050,52,6.3,8.2
1638230400,112050,67,4.2,5.3
1642896000,112050,62,3.4,4.7
1642204800,112050,65,12.1,15.8
1641254400,112050,61,9.8,12.2
1671926400,112050,61,27.7,37.6
1629158400,112050,41,85.1,85.5
1672099200,112050,68,0.3,0.5
1651795200,112050,62,0.3,0.6
1635206400,112050,66,3.3,4.3
1651017600,112050,55,1.1,1.7
1669161600,112050,62,24.4,32.7
1661472000,112050,58,9.3,11.8
1661040000,112050,43,27.7,32.3
1630627200,112050,40,19.0,19.5
1663632000,112050,36,5.1,6.5
1670025600,112050,56,5.3,8.1
1661990400,112050,32,18.1,22.1
