date,wind_from_deg,wind_speed_kmh
2023-01-01,311.4115860495061,8.385416666666666
2023-01-02,210.89843736034973,7.689583333333333
2023-01-03,170.73451591705543,7.847916666666666
2023-01-04,96.18883958288029,10.021875
2023-01-05,90.23411446741932,11.507291666666667
2023-01-06,219.74504614331187,7.8062499999999995
2023-01-07,114.0218318910596,10.561458333333334
2023-01-08,139.43614862370066,12.59375
2023-01-09,122.25056973328947,12.401041666666668
2023-01-10,105.26580536659264,7.95
2023-01-11,205.02729423752984,12.8625
2023-01-12,111.36105967751502,11.347916666666666
2023-01-13,107.06219935745378,11.323958333333334
2023-01-14,137.83771602890272,11.955208333333333
2023-01-15,201.4981990549751,8.979166666666668
2023-01-16,159.74900991121376,8.605208333333334
2023-01-17,281.9581672411457,9.070833333333333
2023-01-18,178.2277983932546,10.432291666666666
2023-01-19,298.91558829848424,9.847916666666666
2023-01-20,252.00009967583884,9.185416666666667
2023-01-21,166.93481096024993,7.139583333333333
2023-01-22,298.9126202065584,8.36875
2023-01-23,242.29329357776083,9.036458333333334
2023-01-24,275.1978916619038,9.029166666666667
2023-01-25,300.6695739050756,7.594791666666667
2023-01-26,259.7086699123755,8.55625
2023-01-27,254.06431797529936,14.417708333333334
2023-01-28,279.5470961846817,13.140625
2023-01-29,33.50305921993288,11.280208333333334
2023-01-30,116.48232088843321,6.80625
2023-01-31,106.72430425811399,8.804166666666667
2023-02-01,99.37021368285758,8.658333333333333
2023-02-02,100.05272197668683,8.111458333333333
2023-02-03,113.0102666238796,9.554166666666665
2023-02-04,132.64762553721994,9.407291666666666
2023-02-05,200.2281460809442,13.08125
2023-02-06,256.5437673508886,16.13854166666667
2023-02-07,192.71810423909642,12.84375
2023-02-08,270.6438266916392,13.009375
2023-02-09,135.20757198596903,9.378125
2023-02-10,111.40655907367864,11.109375
2023-02-11,99.39267343322194,6.386458333333334
2023-02-12,146.37761262670222,5.761458333333334
2023-02-13,176.53726315636686,11.8875
2023-02-14,268.05839805066535,18.471875
2023-02-15,312.4376217237899,12.038541666666667
2023-02-16,150.2592050255946,9.560416666666667
2023-02-17,122.3647307814577,8.741666666666667
2023-02-18,179.3411412626417,8.003125
2023-02-19,218.8269533047121,12.077083333333333
2023-02-20,240.1504546923234,17.635416666666668
2023-02-21,247.0117111407357,20.595833333333335
2023-02-22,316.11384685015395,15.298958333333333
2023-02-23,110.04769972850823,15.767708333333335
2023-02-24,105.88783902881096,9.163541666666667
2023-02-25,94.87650417722841,7.709375
2023-02-26,209.08319985846978,11.44375
2023-02-27,175.1992772311787,12.747916666666667
2023-02-28,192.79847601733806,16.44375
2023-03-01,281.91667164231416,10.770833333333334
2023-03-02,201.70264916544483,14.463541666666668
2023-03-03,245.45732555201664,14.313541666666666
2023-03-04,107.74058115790666,11.395833333333332
2023-03-05,164.6587668660202,12.839583333333334
2023-03-06,172.5269465928743,9.93125
2023-03-07,120.0399143077675,10.927083333333332
2023-03-08,110.93117370784455,9.979166666666668
2023-03-09,139.31968028271808,13.5375
2023-03-10,182.39379075957598,19.55
2023-03-11,185.28596283081848,10.997916666666667
2023-03-12,105.3449424268988,9.001041666666666
2023-03-13,156.80238718074406,13.740625
2023-03-14,167.6231373647356,13.0875
2023-03-15,260.90759847361926,19.438541666666666
2023-03-16,121.61332546664732,7.184375
2023-03-17,95.81122834778643,8.242708333333333
2023-03-18,123.69799318999924,9.263541666666667
2023-03-19,106.9145341819156,10.171875
2023-03-20,203.33006618026624,11.241666666666667
2023-03-21,174.9006798952655,9.85625
2023-03-22,80.65469123069579,8.80625
2023-03-23,180.76196366484464,11.422916666666666
2023-03-24,254.65299286725244,18.119791666666668
2023-03-25,249.56592465597362,13.075
2023-03-26,262.1734889319751,13.160416666666666
2023-03-27,180.77529174222448,10.661458333333332
2023-03-28,93.6091391515838,13.521875000000001
2023-03-29,43.30157105321729,8.63125
2023-03-30,248.70471787572194,13.930208333333333
2023-03-31,222.77032508528583,15.389583333333334
2023-04-01,198.02083658094188,16.607291666666665
